Total_location,Type,GEC,GMM,ECMB,MMEB,Optimal
5,MM,56.2572303,51.93412328,54.94801197,51.72852175,51.75995724
5,MM,32.50644630614708,30.933734942578187,34.297490604598295,61.912371595458566,31.045725334432774
5,AM,36.14588135651613,35.305869437956076,65.0505492013772,35.305869437956076,35.395760662323816
5,ME,42.720040650479405,42.446707104173626,41.59462896378619,45.88501123781633,41.43936283081425
